5,8,22,11
89,4,22,11
34,6,20,10
33,2,24,12
85,9,20,11
15,9,23,12
30,2,24,10
29,7,25,11
51,5,24,12
79,1,23,11
76,10,23,10
2,5,21,10
48,8,24,10
43,8,25,10
85,4,24,11
4,6,25,11
67,10,20,12
62,3,23,10
38,10,24,10
71,10,25,12
50,4,21,11
22,10,24,11
75,6,21,12
26,8,23,10
11,5,24,10
54,7,21,12
29,5,24,10
46,1,20,11
82,10,25,12
54,4,22,11
38,1,23,10
14,6,21,12
11,2,20,12
3,7,20,10
18,7,23,12
75,1,24,12
33,5,23,10
41,2,22,12
87,1,25,10
21,10,23,10
38,3,24,10
3,9,22,12
74,3,24,11
87,6,20,12
38,7,21,11
15,2,21,12
84,9,25,10
59,10,23,11
66,5,23,10
48,2,22,11
43,2,20,11
64,4,20,11
50,9,22,11
83,1,23,12
4,8,22,12
64,8,23,10
87,6,25,11
89,4,22,11
31,9,22,12
76,9,20,12
81,5,21,12
80,4,20,12
62,2,25,12
73,9,25,11
36,2,25,11
77,5,20,12
25,6,22,12
35,2,20,11
35,7,23,11
65,7,22,10
2,6,21,11
88,4,23,11
61,3,21,10
57,5,22,12
72,5,23,11
85,6,20,10
7,1,23,10
31,3,20,12
37,9,23,12
68,7,21,10
69,3,24,10
76,4,20,12
44,7,25,10
6,10,23,10
5,8,23,11
66,2,24,12
68,10,21,10
71,9,22,11
81,2,24,10
49,8,23,10
6,7,21,11
50,10,21,10
90,2,22,12
52,10,20,12
17,5,24,10
58,7,21,10
48,9,20,10
70,6,22,11
82,6,20,12
37,2,22,12
74,2,24,11
20,10,24,12
63,4,24,11
1,5,20,10
63,10,23,12
16,1,25,10
46,5,25,11
82,10,21,11
19,4,21,11
35,4,20,11
44,1,24,11
84,9,23,10
19,3,25,12
55,4,22,11
23,1,25,11
32,9,24,12
59,8,21,12
42,1,25,12
51,3,23,10
81,3,21,10
15,9,25,11
70,3,20,10
28,3,23,12
89,3,24,10
36,2,22,10
10,4,23,10
60,7,23,12
85,4,22,12
41,7,20,10
66,8,20,10
16,5,21,12
33,9,25,12
28,2,22,10
30,5,23,12
