1,39,13,1
1,50,13,1
1,38,9,1
1,53,7,1
2,28,13,13
2,37,14,1
2,49,5,19
1,52,9,1
2,31,14,1
1,42,13,1
1,37,10,1
1,30,13,8
2,23,13,1
1,32,12,1
1,40,11,42
1,34,4,21
1,25,9,1
1,32,9,1
1,38,7,1
2,43,14,1
1,40,16,1
2,54,9,1
1,35,5,1
1,43,7,1
2,59,9,1
1,56,13,1
1,19,9,1
1,54,10,11
1,39,9,1
1,49,9,1
1,23,12,1
1,20,10,1
1,45,13,1
1,30,10,1
1,22,10,1
1,48,7,4
1,21,10,1
2,19,9,1
1,31,10,42
1,48,12,1
1,31,5,1
1,53,13,1
1,24,13,1
2,49,9,1
1,25,9,1
1,57,13,1
1,53,9,1
2,44,14,1
1,41,11,1
1,29,11,1
2,25,10,1
2,18,9,42
2,47,15,15
1,50,13,1
1,47,9,1
1,43,10,1
1,46,3,21
1,35,11,4
1,41,9,1
1,30,9,1
1,30,13,1
1,32,4,42
1,48,9,1
1,42,16,1
1,29,10,1
1,36,9,1
2,28,10,1
2,53,9,1
1,49,10,1
1,25,10,1
1,19,10,1
2,31,13,1
1,29,13,1
1,23,10,1
1,79,10,1
1,27,9,21
1,40,12,1
1,67,6,1
2,18,7,1
1,31,4,1
1,18,9,1
1,52,13,13
2,46,9,1
1,59,9,1
2,44,9,1
2,53,9,1
1,49,9,1
1,33,14,1
1,30,5,1
2,43,16,1
1,57,11,1
2,37,10,1
2,28,10,1
2,30,9,42
1,34,13,1
1,29,10,1
1,48,16,1
1,37,10,1
2,48,12,3
1,32,9,1
1,76,14,1
1,44,13,1
2,47,14,1
2,20,10,1
1,29,9,1
1,32,9,1
2,17,6,1
1,30,7,1
2,31,9,1
1,42,9,1
1,24,13,1
1,38,15,1
1,56,9,5
2,28,10,1
2,36,9,1
1,53,5,1
1,56,10,1
1,49,11,1
1,55,10,1
1,22,9,1
2,21,10,1
1,40,13,1
1,30,13,6
1,29,13,1
1,19,10,1
2,47,13,1
2,20,10,1
1,31,12,1
1,35,9,1
1,39,10,1
2,28,12,1
2,24,9,1
1,38,9,1
1,37,13,1
2,46,12,1
1,38,14,14
1,43,9,1
2,27,11,1
1,20,10,1
1,49,10,1
1,61,9,1
2,27,10,1
1,19,10,21
2,45,11,1
1,70,10,1
2,31,9,1
1,22,10,1
2,36,9,1
1,64,7,1
2,43,10,1
2,47,10,21
2,34,9,1
2,33,13,16
1,21,9,1
1,52,9,1
1,48,9,1
1,23,13,1
1,71,10,1
1,29,9,1
1,42,13,1
2,68,2,1
2,25,9,1
2,44,14,1
2,28,9,3
1,45,14,1
2,36,10,21
1,39,12,1
1,46,14,1
1,18,7,1
2,66,11,1
1,27,9,1
1,28,9,1
1,51,10,1
1,27,13,1
1,28,13,1
2,27,9,1
1,21,9,1
1,34,9,1
1,18,9,1
1,33,13,1
1,44,10,1
2,43,10,1
1,30,10,1
1,40,4,21
1,37,10,1
1,34,9,1
2,41,13,1
2,53,13,1
2,31,14,1
1,58,16,1
2,38,10,1
1,24,10,1
1,41,13,1
1,47,10,1
1,41,13,1
