5,39,22,10
2,61,25,10
10,15,21,10
4,7,25,11
7,18,20,11
1,44,25,11
5,84,21,11
8,46,20,10
9,89,25,11
3,65,23,12
10,48,23,10
9,73,21,10
4,56,22,12
1,85,25,10
10,6,24,10
7,44,22,10
5,40,23,10
7,81,25,11
8,81,21,10
9,6,23,11
3,49,21,11
1,70,23,11
7,3,22,12
3,52,22,10
3,1,21,10
9,81,24,11
3,30,23,11
6,85,25,10
6,78,22,12
10,12,25,10
4,32,25,10
3,10,20,12
1,27,22,12
2,35,20,10
5,85,20,12
8,67,22,12
1,74,24,11
6,37,20,10
5,14,21,11
10,18,22,10
9,79,21,10
5,84,21,11
7,81,24,11
2,41,22,12
5,12,23,11
10,28,21,10
9,79,24,12
6,83,24,12
10,11,21,10
3,73,22,11
5,67,20,10
1,79,23,11
1,80,22,12
10,51,21,10
1,90,21,12
1,70,21,12
2,60,21,11
10,80,20,10
2,69,24,12
8,27,23,12
8,20,24,11
3,20,25,11
7,76,22,12
4,41,24,12
2,80,24,11
4,33,24,11
7,62,21,10
7,17,23,10
4,60,23,10
8,73,25,10
6,19,23,12
5,53,25,10
4,53,22,11
7,21,20,11
6,32,20,12
6,69,21,12
2,64,22,12
5,48,24,12
7,66,22,10
5,70,22,11
1,90,25,10
8,56,24,11
3,12,25,11
2,23,24,11
2,56,21,11
5,89,24,11
4,63,25,12
3,86,23,10
5,25,25,11
4,9,25,11
6,39,22,11
9,18,25,12
10,33,21,12
6,43,21,12
10,77,21,10
4,6,20,11
8,44,22,11
5,61,23,12
1,55,22,10
1,22,20,10
4,41,23,11
10,44,25,12
9,80,21,10
9,60,23,12
4,32,25,10
10,68,23,12
1,75,22,10
6,80,21,12
1,57,21,11
9,14,25,12
5,55,21,10
7,69,21,11
5,76,24,12
4,31,25,11
6,87,21,12
5,52,20,11
2,38,22,12
9,44,22,12
8,62,22,12
10,29,25,11
9,14,21,10
9,62,25,10
1,49,25,12
7,6,24,10
6,76,25,11
7,11,22,12
3,17,22,11
1,46,25,10
4,64,21,11
4,16,24,12
9,6,23,11
3,6,23,11
4,20,21,11
8,79,23,11
3,39,25,12
8,3,23,11
4,64,23,10
6,70,24,11
6,60,20,12
2,65,23,12
1,26,24,11
4,15,20,12
5,9,22,12
3,81,21,10
2,63,24,12
8,80,25,10
8,9,22,12
2,30,23,11
8,88,25,10
10,2,24,11
8,89,21,11
3,2,20,10
8,56,25,11
4,24,20,11
1,53,23,10
2,86,20,10
6,11,22,11
4,63,22,11
6,39,20,12
7,55,20,11
1,83,20,12
2,57,20,11
6,23,20,12
4,61,24,10
10,44,23,11
5,65,20,12
4,52,24,10
1,77,23,12
3,52,23,11
8,40,20,10
2,54,21,10
6,58,20,10
2,89,25,11
3,51,24,10
1,20,21,10
6,49,22,11
4,43,21,10
3,64,22,10
7,21,24,10
5,79,20,11
3,42,24,12
9,52,25,10
2,6,24,10
10,46,21,12
7,76,25,12
6,8,23,10
9,47,24,10
10,80,25,10
4,6,24,12
7,32,22,10
8,24,21,10
8,34,25,10
2,37,23,10
7,4,23,11
2,54,20,12
1,81,22,12
10,22,21,11
1,23,24,11
2,42,22,11
9,63,24,10
3,46,23,11
10,45,21,12
8,60,22,11
4,31,21,12
1,88,24,10
6,80,21,10
6,56,23,11
2,65,22,11
7,16,20,10
9,21,25,10
9,86,21,10
4,67,21,10
1,53,20,10
7,85,23,11
6,62,21,11
9,67,20,11
8,59,23,12
6,66,24,12
6,84,22,10
1,6,20,10
10,74,20,12
4,21,20,10
4,69,24,12
9,66,23,11
5,85,24,10
8,23,23,12
1,85,25,11
10,87,22,11
1,82,20,12
1,81,20,11
4,83,25,10
7,39,24,10
5,53,24,10
7,2,25,11
3,75,23,11
10,71,25,10
10,63,25,12
10,16,22,11
2,30,24,10
8,37,22,10
5,23,23,11
8,40,25,12
2,10,22,10
4,60,22,10
7,48,20,10
2,5,23,12
8,84,21,10
7,8,21,12
5,87,21,12
5,69,20,10
9,5,21,12
8,4,23,12
4,78,24,10
2,31,25,11
9,76,25,10
10,66,24,11
8,58,22,11
3,25,23,12
1,34,24,10
1,27,25,12
9,43,21,12
10,74,23,11
9,7,21,12
5,20,23,12
1,69,21,11
1,43,24,10
